Cidade;Descricao;Unidade;Valor
Doutor Ricardo.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Doutor Ricardo.csv;Receitas orçamentárias realizadas - Correntes;Reais;715165440
Doutor Ricardo.csv;Despesas orçamentárias empenhadas - Correntes;Reais;558354466
Doutor Ricardo.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917539
Doutor Ricardo.csv;Número de unidades locais;Unidades;104
Doutor Ricardo.csv;Pessoal ocupado total;Pessoas;404
Eldorado do Sul.csv;Total de endereços urbanos;endereços;13327
Eldorado do Sul.csv;Total de endereços rurais;endereços;1689
Eldorado do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;29
Eldorado do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;21
Eldorado do Sul.csv;Domicílios particulares permanentes;domicílios;10992
Eldorado do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;9129
Eldorado do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;10952
Eldorado do Sul.csv;População residente ;pessoas;34343
Eldorado do Sul.csv;População residente - Homens;pessoas;16999
Eldorado do Sul.csv;População residente - Mulheres;pessoas;17344
Eldorado do Sul.csv;População residente alfabetizada;pessoas;29747
Eldorado do Sul.csv;População residente - cor ou raça - Branca;pessoas;27947
Eldorado do Sul.csv;População residente - cor ou raça - Preta;pessoas;2198
Eldorado do Sul.csv;População residente - cor ou raça - Parda;pessoas;3973
Eldorado do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;438
Eldorado do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;17
Eldorado do Sul.csv;Área da unidade territorial;Km²;509.728
Eldorado do Sul.csv;Eleitorado;Eleitores;21151
Eldorado do Sul.csv;PIB per capita a preços correntes;Reais;13360.15
Eldorado do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;5555
Eldorado do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;1161
Eldorado do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;232
Eldorado do Sul.csv;Docentes - Ensino médio - 2009;Docentes;41
Eldorado do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;6
Eldorado do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;382
Eldorado do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;6998672612
Eldorado do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;5512276042
Eldorado do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;1063780161
Eldorado do Sul.csv;Número de unidades locais;Unidades;951
Eldorado do Sul.csv;Pessoal ocupado total;Pessoas;12018
Encantado.csv;Total de endereços urbanos;endereços;8195
Encantado.csv;Total de endereços rurais;endereços;1291
Encantado.csv;Total de estabelecimentos de ensino;estabelecimentos;28
Encantado.csv;Total de estabelecimentos de saúde;estabelecimentos;39
Encantado.csv;Domicílios particulares permanentes;domicílios;7075
Encantado.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;6577
Encantado.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;7073
Encantado.csv;População residente ;pessoas;20510
Encantado.csv;População residente - Homens;pessoas;9932
Encantado.csv;População residente - Mulheres;pessoas;10578
Encantado.csv;População residente alfabetizada;pessoas;18634
Encantado.csv;População residente - cor ou raça - Branca;pessoas;18375
Encantado.csv;População residente - cor ou raça - Preta;pessoas;574
Encantado.csv;População residente - cor ou raça - Parda;pessoas;1516
Encantado.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;112
Encantado.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;19
Encantado.csv;Área da unidade territorial;Km²;139.160
Encantado.csv;Eleitorado;Eleitores;15247
Encantado.csv;PIB per capita a preços correntes;Reais;18706.16
Encantado.csv;Matrícula - Ensino fundamental - 2009;Matrículas;2437
Encantado.csv;Matrícula - Ensino médio - 2009;Matrículas;793
Encantado.csv;Docentes - Ensino fundamental - 2009;Docentes;180
Encantado.csv;Docentes - Ensino médio - 2009;Docentes;56
Encantado.csv;Estabelecimentos de Saúde SUS;estabelecimentos;17
Encantado.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;225
Encantado.csv;Receitas orçamentárias realizadas - Correntes;Reais;3172570809
Encantado.csv;Despesas orçamentárias empenhadas - Correntes;Reais;2405810623
Encantado.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;797867462
Encantado.csv;Número de unidades locais;Unidades;1185
Encantado.csv;Pessoal ocupado total;Pessoas;7654
Encruzilhada do Sul.csv;Total de endereços urbanos;endereços;8040
Encruzilhada do Sul.csv;Total de endereços rurais;endereços;4106
Encruzilhada do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;47
Encruzilhada do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;30
Encruzilhada do Sul.csv;Domicílios particulares permanentes;domicílios;8472
Encruzilhada do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;5767
Encruzilhada do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;8370
Encruzilhada do Sul.csv;População residente ;pessoas;24534
Encruzilhada do Sul.csv;População residente - Homens;pessoas;12322
Encruzilhada do Sul.csv;População residente - Mulheres;pessoas;12212
Encruzilhada do Sul.csv;População residente alfabetizada;pessoas;20331
Encruzilhada do Sul.csv;População residente - cor ou raça - Branca;pessoas;19151
Encruzilhada do Sul.csv;População residente - cor ou raça - Preta;pessoas;2164
Encruzilhada do Sul.csv;População residente - cor ou raça - Parda;pessoas;2916
Encruzilhada do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;712
Encruzilhada do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;10
Encruzilhada do Sul.csv;Área da unidade territorial;Km²;3348.333
Encruzilhada do Sul.csv;Eleitorado;Eleitores;19371
Encruzilhada do Sul.csv;PIB per capita a preços correntes;Reais;8347.74
Encruzilhada do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;4252
Encruzilhada do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;967
Encruzilhada do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;245
Encruzilhada do Sul.csv;Docentes - Ensino médio - 2009;Docentes;63
Encruzilhada do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;13
Encruzilhada do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;277
Encruzilhada do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;3283094281
Encruzilhada do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;2849134741
Encruzilhada do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;930792589
Encruzilhada do Sul.csv;Número de unidades locais;Unidades;1021
Encruzilhada do Sul.csv;Pessoal ocupado total;Pessoas;3578
Engenho Velho.csv;Total de endereços urbanos;endereços;310
Engenho Velho.csv;Total de endereços rurais;endereços;263
Engenho Velho.csv;Total de estabelecimentos de ensino;estabelecimentos;5
Engenho Velho.csv;Total de estabelecimentos de saúde;estabelecimentos;5
Engenho Velho.csv;Domicílios particulares permanentes;domicílios;433
Engenho Velho.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;425
Engenho Velho.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;432
Engenho Velho.csv;População residente ;pessoas;1527
Engenho Velho.csv;População residente - Homens;pessoas;742
Engenho Velho.csv;População residente - Mulheres;pessoas;785
Engenho Velho.csv;População residente alfabetizada;pessoas;1278
Engenho Velho.csv;População residente - cor ou raça - Branca;pessoas;942
Engenho Velho.csv;População residente - cor ou raça - Preta;pessoas;24
Engenho Velho.csv;População residente - cor ou raça - Parda;pessoas;37
Engenho Velho.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;74
Engenho Velho.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Engenho Velho.csv;Área da unidade territorial;Km²;71.191
Engenho Velho.csv;Eleitorado;Eleitores;1226
Engenho Velho.csv;PIB per capita a preços correntes;Reais;16446.49
Engenho Velho.csv;Matrícula - Ensino fundamental - 2009;Matrículas;319
Engenho Velho.csv;Matrícula - Ensino médio - 2009;Matrículas;78
Engenho Velho.csv;Docentes - Ensino fundamental - 2009;Docentes;27
Engenho Velho.csv;Docentes - Ensino médio - 2009;Docentes;12
Engenho Velho.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Engenho Velho.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Engenho Velho.csv;Receitas orçamentárias realizadas - Correntes;Reais;708525064
Engenho Velho.csv;Despesas orçamentárias empenhadas - Correntes;Reais;603495773
Engenho Velho.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917558
Engenho Velho.csv;Número de unidades locais;Unidades;52
Engenho Velho.csv;Pessoal ocupado total;Pessoas;247
Entre Rios do Sul.csv;Total de endereços urbanos;endereços;981
Entre Rios do Sul.csv;Total de endereços rurais;endereços;380
Entre Rios do Sul.csv;Total de estabelecimentos de ensino;estabelecimentos;5
Entre Rios do Sul.csv;Total de estabelecimentos de saúde;estabelecimentos;5
Entre Rios do Sul.csv;Domicílios particulares permanentes;domicílios;1051
Entre Rios do Sul.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;886
Entre Rios do Sul.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;1050
Entre Rios do Sul.csv;População residente ;pessoas;3080
Entre Rios do Sul.csv;População residente - Homens;pessoas;1556
Entre Rios do Sul.csv;População residente - Mulheres;pessoas;1524
Entre Rios do Sul.csv;População residente alfabetizada;pessoas;2620
Entre Rios do Sul.csv;População residente - cor ou raça - Branca;pessoas;2341
Entre Rios do Sul.csv;População residente - cor ou raça - Preta;pessoas;102
Entre Rios do Sul.csv;População residente - cor ou raça - Parda;pessoas;613
Entre Rios do Sul.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;104
Entre Rios do Sul.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Entre Rios do Sul.csv;Área da unidade territorial;Km²;120.068
Entre Rios do Sul.csv;Eleitorado;Eleitores;2492
Entre Rios do Sul.csv;PIB per capita a preços correntes;Reais;27265.63
Entre Rios do Sul.csv;Matrícula - Ensino fundamental - 2009;Matrículas;483
Entre Rios do Sul.csv;Matrícula - Ensino médio - 2009;Matrículas;117
Entre Rios do Sul.csv;Docentes - Ensino fundamental - 2009;Docentes;44
Entre Rios do Sul.csv;Docentes - Ensino médio - 2009;Docentes;14
Entre Rios do Sul.csv;Estabelecimentos de Saúde SUS;estabelecimentos;2
Entre Rios do Sul.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;
Entre Rios do Sul.csv;Receitas orçamentárias realizadas - Correntes;Reais;1046999308
Entre Rios do Sul.csv;Despesas orçamentárias empenhadas - Correntes;Reais;782775744
Entre Rios do Sul.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;406445299
Entre Rios do Sul.csv;Número de unidades locais;Unidades;130
Entre Rios do Sul.csv;Pessoal ocupado total;Pessoas;499
Entre-Ijuís.csv;Total de endereços urbanos;endereços;2064
Entre-Ijuís.csv;Total de endereços rurais;endereços;2040
Entre-Ijuís.csv;Total de estabelecimentos de ensino;estabelecimentos;16
Entre-Ijuís.csv;Total de estabelecimentos de saúde;estabelecimentos;5
Entre-Ijuís.csv;Domicílios particulares permanentes;domicílios;3061
Entre-Ijuís.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;2374
Entre-Ijuís.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;3046
Entre-Ijuís.csv;População residente ;pessoas;8938
Entre-Ijuís.csv;População residente - Homens;pessoas;4415
Entre-Ijuís.csv;População residente - Mulheres;pessoas;4523
Entre-Ijuís.csv;População residente alfabetizada;pessoas;7839
Entre-Ijuís.csv;População residente - cor ou raça - Branca;pessoas;8002
Entre-Ijuís.csv;População residente - cor ou raça - Preta;pessoas;121
Entre-Ijuís.csv;População residente - cor ou raça - Parda;pessoas;800
Entre-Ijuís.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;256
Entre-Ijuís.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;2
Entre-Ijuís.csv;Área da unidade territorial;Km²;552.603
Entre-Ijuís.csv;Eleitorado;Eleitores;6963
Entre-Ijuís.csv;PIB per capita a preços correntes;Reais;14453.16
Entre-Ijuís.csv;Matrícula - Ensino fundamental - 2009;Matrículas;1223
Entre-Ijuís.csv;Matrícula - Ensino médio - 2009;Matrículas;316
Entre-Ijuís.csv;Docentes - Ensino fundamental - 2009;Docentes;81
Entre-Ijuís.csv;Docentes - Ensino médio - 2009;Docentes;24
Entre-Ijuís.csv;Estabelecimentos de Saúde SUS;estabelecimentos;3
Entre-Ijuís.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;113
Entre-Ijuís.csv;Receitas orçamentárias realizadas - Correntes;Reais;1336127454
Entre-Ijuís.csv;Despesas orçamentárias empenhadas - Correntes;Reais;1017157652
Entre-Ijuís.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917563
Entre-Ijuís.csv;Número de unidades locais;Unidades;314
Entre-Ijuís.csv;Pessoal ocupado total;Pessoas;1011
Erebango.csv;Total de endereços urbanos;endereços;814
Erebango.csv;Total de endereços rurais;endereços;329
Erebango.csv;Total de estabelecimentos de ensino;estabelecimentos;5
Erebango.csv;Total de estabelecimentos de saúde;estabelecimentos;4
Erebango.csv;Domicílios particulares permanentes;domicílios;935
Erebango.csv;Domicílios particulares permanentes - abastecimento de água - Rede geral;domicílios;647
Erebango.csv;Domicílios particulares permanentes - energia elétrica - Tinham;domicílios;930
Erebango.csv;População residente ;pessoas;2970
Erebango.csv;População residente - Homens;pessoas;1490
Erebango.csv;População residente - Mulheres;pessoas;1480
Erebango.csv;População residente alfabetizada;pessoas;2585
Erebango.csv;População residente - cor ou raça - Branca;pessoas;2112
Erebango.csv;População residente - cor ou raça - Preta;pessoas;67
Erebango.csv;População residente - cor ou raça - Parda;pessoas;519
Erebango.csv;População residente - classes de rendimento nominal mensal - Até 1/4 de salário mínimo ;pessoas;77
Erebango.csv;População residente - classes de rendimento nominal mensal - Mais de 30 salários mínimos ;pessoas;1
Erebango.csv;Área da unidade territorial;Km²;153.123
Erebango.csv;Eleitorado;Eleitores;2372
Erebango.csv;PIB per capita a preços correntes;Reais;16471.99
Erebango.csv;Matrícula - Ensino fundamental - 2009;Matrículas;496
Erebango.csv;Matrícula - Ensino médio - 2009;Matrículas;108
Erebango.csv;Docentes - Ensino fundamental - 2009;Docentes;38
Erebango.csv;Docentes - Ensino médio - 2009;Docentes;10
Erebango.csv;Estabelecimentos de Saúde SUS;estabelecimentos;1
Erebango.csv;Nascidos vivos -  registrados - lugar do registro;pessoas;15
Erebango.csv;Receitas orçamentárias realizadas - Correntes;Reais;888075929
Erebango.csv;Despesas orçamentárias empenhadas - Correntes;Reais;651907761
Erebango.csv;Valor do Fundo de Participação dos Municípios  - FPM;Reais;398917557
